track_name,artist_name,danceability,energy,valence,tempo,predicted_mood
Song 0,Artist 0,0.9360098959941024,0.5071409677378832,0.6678373990247863,139.15488949107555,Energetic
Song 1,Artist 1,0.9411389311988321,0.7638581559045922,0.34875887104241965,167.71630009379913,Energetic
Song 2,Artist 2,0.43026921747535907,0.019088570763442503,0.3386521739538324,131.2721213295707,Calm
Song 3,Artist 3,0.7556123526261782,0.9210027521357441,0.36064498571240344,162.27505576937432,Energetic
Song 4,Artist 4,0.49069418331065495,0.3994029234518848,0.27217727315108,171.66406026228117,Energetic
Song 5,Artist 5,0.8238891239800521,0.32185731185330546,0.550994080811209,160.69512356566065,Energetic
Song 6,Artist 6,0.973693384408946,0.9165684925604566,0.052428944920850595,96.84759382022357,Sad
Song 7,Artist 7,0.7910222556581381,0.33902036712867045,0.48344441005918226,153.19735288234358,Energetic
Song 8,Artist 8,0.4494391254959582,0.806087515665454,0.8303126640013055,98.34642114251854,Happy
Song 9,Artist 9,0.3561062154654453,0.04746125050534489,0.07170732237485122,124.56165601254509,Calm
Song 10,Artist 10,0.8643242063757051,0.42573475284302875,0.6718567780399044,148.13852213074335,Energetic
Song 11,Artist 11,0.48030076598724547,0.5216676231467835,0.3842012678590483,137.77168617876333,Calm
Song 12,Artist 12,0.6231579859288688,0.4261278184479974,0.9474539820714203,95.6671094747818,Energetic
Song 13,Artist 13,0.387684874918082,0.8796657595780116,0.24003987842185437,132.75773397289083,Happy
Song 14,Artist 14,0.822154973472232,0.81022804386054,0.7429813956190168,152.8491863102844,Energetic
Song 15,Artist 15,0.6823725304029065,0.9165771087641218,0.011203699895360186,139.24731796870222,Calm
Song 16,Artist 16,0.6766238911444552,0.43800009988872546,0.03544986607039191,141.70038537436938,Calm
Song 17,Artist 17,0.8501541522083627,0.8764604205789354,0.8997334214555192,132.62592280575197,Calm
Song 18,Artist 18,0.11544925532988659,0.4665095130057859,0.11700705473420414,155.3295994741412,Sad
Song 19,Artist 19,0.7761192178059768,0.1143796842755157,0.7999785291454368,88.0448350053118,Happy
Song 20,Artist 20,0.9033401607776095,0.09881627633329337,0.9435638149854204,87.62022915527629,Energetic
Song 21,Artist 21,0.6287671680485986,0.3042843155203039,0.4258395998139649,158.29953520640169,Energetic
Song 22,Artist 22,0.19756389233534866,0.27631613289173196,0.5802759313781871,137.6400957896211,Sad
Song 23,Artist 23,0.20405675515084498,0.6414679511443567,0.35393124608473947,168.70105441974715,Energetic
Song 24,Artist 24,0.09970827885112621,0.34733429459406473,0.9207802343724223,112.53898738102296,Sad
Song 25,Artist 25,0.46016378909830935,0.625608061208117,0.19229900518742493,140.8029051549625,Calm
Song 26,Artist 26,0.81877574992611,0.7381379996113063,0.7422134046429616,149.22687421975382,Energetic
Song 27,Artist 27,0.3775711938210651,0.338305059998687,0.5224078041482341,137.57430939976456,Calm
Song 28,Artist 28,0.5051245217165024,0.8476639193826724,0.4051790112516974,106.0010264293303,Happy
Song 29,Artist 29,0.07047313165622204,0.21439115335197856,0.7049100504549737,157.86732071983295,Energetic
Song 30,Artist 30,0.1221003573968732,0.03210641094483202,0.5343875650600525,126.61640221471995,Calm
Song 31,Artist 31,0.826117274253084,0.8441377383215792,0.14755022320962308,159.62930375473454,Energetic
Song 32,Artist 32,0.513886529762259,0.09979761758100847,0.2632323213994351,146.80643052000204,Energetic
Song 33,Artist 33,0.6244127599209441,0.3224697612788052,0.31391954772898745,85.90489529694827,Calm
Song 34,Artist 34,0.06706068198980741,0.31857419362812456,0.5251423557357369,122.27268561382417,Sad
Song 35,Artist 35,0.268104340310406,0.8718154528270554,0.18789826915226615,98.53078278351735,Sad
Song 36,Artist 36,0.09380228063311158,0.3825026896358181,0.03371448397745802,143.6635786489936,Calm
Song 37,Artist 37,0.468195248046399,0.3374182968879653,0.24656240907672,131.1395142824926,Calm
Song 38,Artist 38,0.7078495546134318,0.17408017284161625,0.3064834970405128,167.3548046605457,Energetic
Song 39,Artist 39,0.9535720021973675,0.8101083710995164,0.5343729610576667,145.67411767265975,Energetic
Song 40,Artist 40,0.7190730236048876,0.42350222499790235,0.020394574441046975,100.09581283691752,Calm
Song 41,Artist 41,0.8095932831877013,0.2984883682319982,0.8415812925477604,81.05886108691836,Calm
Song 42,Artist 42,0.5640881975665506,0.7808367942126,0.9481914427240729,136.49279562751371,Calm
Song 43,Artist 43,0.44643007998776907,0.9529762788630904,0.9891220327875747,84.69298405611283,Sad
Song 44,Artist 44,0.10135184333176162,0.9815288086325216,0.3854292468089282,124.44173294872205,Sad
Song 45,Artist 45,0.128078850003421,0.4774406262728704,0.4725135938608638,117.87540305803967,Sad
Song 46,Artist 46,0.43298893645309255,0.40702312158425114,0.4174650051196013,145.5413382537896,Calm
Song 47,Artist 47,0.7258651787500507,0.40925310480419963,0.20884482375841273,163.200844338604,Energetic
Song 48,Artist 48,0.8677945992715035,0.7449001456928827,0.6659702093213922,125.94217938558648,Energetic
Song 49,Artist 49,0.5476691335265103,0.7743949543081785,0.9612094814167553,90.81998737727353,Sad
Song 50,Artist 50,0.9204153993647104,0.3397482168890932,0.4664008832277452,158.0037306363197,Energetic
Song 51,Artist 51,0.9574278957028921,0.48162024818982263,0.31266847377410834,126.85600105268895,Sad
Song 52,Artist 52,0.3000952648075865,0.5028126183582416,0.8431978928996245,139.47479753877425,Calm
Song 53,Artist 53,0.12025769602220382,0.030988446594579888,0.9138879712486006,84.83826395686066,Sad
Song 54,Artist 54,0.13236540277663733,0.8207398221158884,0.24072506239075997,163.6543042862116,Calm
Song 55,Artist 55,0.6453840937690659,0.4167072135908091,0.37883087729343723,140.97787139219398,Calm
Song 56,Artist 56,0.9949532008313626,0.38605811679046553,0.9327055333450788,114.08129075419133,Calm
Song 57,Artist 57,0.5295609405922601,0.5982026685902069,0.7010840390772327,81.50052726503628,Calm
Song 58,Artist 58,0.7524226362112759,0.8370023748510383,0.14270963415653992,131.59790045284134,Calm
Song 59,Artist 59,0.9950739197974755,0.9140331130413162,0.6064993676634649,129.69557921069025,Sad
Song 60,Artist 60,0.17444261325394772,0.0890518494295992,0.32672141682805034,107.93659011039155,Sad
Song 61,Artist 61,0.6692797776365743,0.9841611714179779,0.5583531349515263,179.0660860843458,Happy
Song 62,Artist 62,0.25290492835184986,0.44474478757771396,0.8849098888227339,94.49117018479276,Sad
Song 63,Artist 63,0.3986451207907866,0.584461339649765,0.11550218862196793,121.42252548788005,Happy
Song 64,Artist 64,0.5435581681820872,0.172381629505291,0.735624085582238,158.62726298212803,Energetic
Song 65,Artist 65,0.6368699854522574,0.045947267466675545,0.5240683511519665,137.95910368311021,Energetic
Song 66,Artist 66,0.4816512541643694,0.7872919171438906,0.2733539475741035,87.56721683595052,Calm
Song 67,Artist 67,0.8315096672755247,0.2879529421971122,0.41971644404499164,140.90257429717315,Calm
Song 68,Artist 68,0.6419499354288232,0.8891802805142393,0.2533662682091603,94.47723757656362,Calm
Song 69,Artist 69,0.7654151407541198,0.34367632670724013,0.2736541432918669,146.0545859200689,Energetic
Song 70,Artist 70,0.46348937904320775,0.4475073958058192,0.37215457693895815,104.43208467273203,Calm
Song 71,Artist 71,0.9213011467201908,0.8441876568871249,0.6769436140169004,126.1864328620608,Energetic
Song 72,Artist 72,0.5854765084012534,0.885149401024748,0.10200700881106184,118.0636172343388,Happy
Song 73,Artist 73,0.6571180065654749,0.11814175258376625,0.6734520467421375,100.92271237477277,Sad
